E3,1683359400.0000000000,,-15101545.2740923241,-25240291.9320360571,3260430.5400218470
E3,1683360000.0000000000,,-22215102.0413132533,-19243572.1801461950,3455269.7501833197
E3,1683360600.0000000000,,-27093739.2959673144,-11330947.3306200318,3648170.3184285332
E3,1683361800.0000000000,,-28483099.3914569691,6947829.1321586240,4027723.9707970833
E3,1683363000.0000000000,,-18771040.1993702091,22452122.0793076605,4398240.0947902268
E3,1683364800.0000000000,,7392608.0652773995,28227768.8046378829,4935256.7744942857
E3,1683366000.0000000000,,22644383.2263176069,18308100.4277877696,5279591.8820609823
E3,1683396600.0000000000,,5250891.2801556680,29089728.3080705367,-1384273.9821667846
E3,1683397800.0000000000,,21516329.5881603733,20293183.5090932809,-967101.8276975699
E3,1683399000.0000000000,,29374260.3923885897,3543362.1677648555,-547758.9344277678
E3,1683400200.0000000000,,25737998.7731099576,-14602891.2570340633,-127186.4561589658
E3,1683404400.0000000000,,-27238438.6354012713,-11488739.8811710402,1340872.8541491458
E3,1683405600.0000000000,,-28715773.6510695778,6931930.8770333324,1755307.7347489225
E3,1683409200.0000000000,,15977457.9092413373,24731485.5451356471,2971304.1766256401
E3,1683410400.0000000000,,27500105.9981842004,10401382.2038669623,3364501.7429692443
E3,1683411000.0000000000,,29350469.5507466756,1287693.6232656464,3558323.8754593092
E3,1683411600.0000000000,,28260882.4735493883,-7939421.5193677135,3750149.5863868841
E3,1683412800.0000000000,,18004091.0047788285,-23121521.6219976433,4127382.6346197105
E3,1683414000.0000000000,,773368.8944280408,-29240273.8304140642,4495354.6003188202
E3,1683415200.0000000000,,-16689031.4119721465,-23952777.3757889718,4853240.1782586798
E3,1683416400.0000000000,,-27585803.9523471408,-9370607.2636556514,5200236.5979225123
E5,1683351600.0000000000,,-18872911.2429627031,22622378.2888484523,2805106.8248618874
E5,1683354600.0000000000,,22876012.9651839659,18391667.6738226339,3781572.2483846638
E5,1683355800.0000000000,,29276101.3243164904,1225748.2527220249,4158068.5670391805
E5,1683357000.0000000000,,24249100.2481563985,-16352445.1076879892,4525236.3432466378
E5,1683360600.0000000000,,-6953653.0943291551,27445822.6055337004,-8615940.6810523551
E5,1683361200.0000000000,,1920821.7305428227,28263973.7905154079,-8562161.2001994532
E5,1683361800.0000000000,,10616378.5825621393,26283563.2816856392,-8503579.3321525343
E5,1683363000.0000000000,,24128186.4141196683,14952120.5080582630,-8372142.0113801798
E5,1683366000.0000000000,,14765506.9695576541,-24379832.1977959387,-7962125.2097190563
E5,1683366600.0000000000,,6454797.8213120075,-27789182.0990717784,-7866525.8009955008
E5,1683388800.0000000000,,25710485.2583762854,-14533528.6876958646,-1860494.5307420520
E5,1683390000.0000000000,,12060561.2622614652,-26984600.7973225079,-1446983.6580635586
E5,1683391200.0000000000,,-6331256.3135840613,-28889097.2897619717,-1030225.0988501753
E5,1683392400.0000000000,,-22263751.7473545074,-19485517.5533605330,-611154.1781848741
E5,1683396000.0000000000,,-11011436.9975097124,27460631.2859866992,650514.6415290980
E5,1683397200.0000000000,,7452453.8491808176,28619738.5407919735,1069409.9731704011
E5,1683398400.0000000000,,22982089.2839011736,18584929.0890624747,1485905.6810755143
E5,1683399600.0000000000,,29504260.2842228673,1299501.0788381482,1899067.2044131313
E5,1683400800.0000000000,,24484922.3565869741,-16461220.1694321278,2307967.4922850640
E5,1683402000.0000000000,,9913666.9961711802,-27752296.6037703268,2711689.1478976654
E5,1683403200.0000000000,,-8489271.6788834259,-28179836.4330149218,3109326.4501541518
E5,1683404400.0000000000,,-23525243.5299367718,-17611567.1304317191,3499987.4590640687
E5,1683405600.0000000000,,-29338536.9336296953,-211028.6773246750,3882795.8806511019
E5,1683406800.0000000000,,-23698330.6096624061,17209156.3277815171,4256893.1354975197
E5,1683408000.0000000000,,-8851233.7429010533,27860406.9181027934,4621440.1985973231
E5,1683409200.0000000000,,21103081.3595632464,-18807611.8716335259,-8764926.8621069696
E5,1683410400.0000000000,,5925584.5660316311,-27664220.4100724831,-8686204.5151995327
E5,1683414000.0000000000,,-28211084.3756556399,3240297.1133836787,-8334053.2361353803
E5,1683415200.0000000000,,-20874424.3934793770,19317619.4498599693,-8178883.4716934199
E9,1683343200.0000000000,,22995515.2102705874,18496983.1769453585,2154570.7341697561
E9,1683344400.0000000000,,29453712.5721844919,1224130.9525800319,2562991.6040691296
E9,1683345600.0000000000,,24394906.7127837986,-16483249.9928616509,2965659.3072689804
E9,1683346800.0000000000,,9830449.6941713262,-27707079.9486209564,3361670.1759978523
E9,1683348000.0000000000,,-8521346.7906081546,-28088464.3406110816,3750135.5933813686
E9,1683349800.0000000000,,-27758498.6201769821,-9300465.1305640135,4316784.6163857402
E9,1683351000.0000000000,,-27810367.3152975217,8963517.5143164825,4682615.4475234002
E9,1683352200.0000000000,,-17040212.7140610293,23663472.8333768696,5037937.5955834342
E9,1683353400.0000000000,,309128.0875277258,29097614.0523130223,5381954.2581007769
E9,1683354600.0000000000,,17459843.3232677355,23200450.3144254610,5713894.0271014944
E9,1683355800.0000000000,,27751180.4032192826,8321943.7080812845,6033012.5677804612
E9,1683357000.0000000000,,-19000679.2224283852,-21087554.8565904796,-8370787.0623016478
E9,1683358200.0000000000,,-27834813.3310996294,-5790111.9373540934,-8213007.4378567273
E9,1683360000.0000000000,,-20980325.6772553772,19299532.4231033474,-7941908.3294326952
E9,1683361200.0000000000,,-5516240.9914303636,28024618.6899167039,-7738812.5385242570
E9,1683362400.0000000000,,12154289.4252121523,25911842.7328901775,-7518351.2179969354
E9,1683363000.0000000000,,19637133.4758095369,20862947.3692731708,-7401761.3510464653
E9,1683379800.0000000000,,-6262648.9143921658,-28787769.8361134268,-2747622.4715736071
E9,1683383400.0000000000,,-25174692.7532510459,15474037.9759443998,-1515055.0597645999
E9,1683384600.0000000000,,-11066434.1170523949,27419733.3647218719,-1096155.6664577632
E9,1683385800.0000000000,,7390441.0154078398,28643316.7009335347,-674795.0288333729
